provincia,partido,localidad,poblacion,adsl,cablemodem,dial_up,fibra_optica,satelital,wireless,telefonia_fija,3g,4g,link_indec,latitud,longitud
buenos_aires,25_de_mayo,25_de_mayo,23408,SI,SI,NO,NO,SI,SI,SI,SI,SI,6854100,-35.4339385892588,-60.1731209454056
buenos_aires,25_de_mayo,agustin_mosconi,280,NO,NO,NO,NO,NO,NO,SI,NO,NO,6854010,-35.7392169542026,-60.5590634621789
buenos_aires,25_de_mayo,del_valle,899,SI,NO,NO,NO,SI,NO,NO,SI,NO,6854020,-35.8973453887603,-60.7316089512944
buenos_aires,25_de_mayo,ernestina,145,SI,NO,NO,NO,NO,NO,SI,NO,NO,6854030,-35.2702340519789,-59.5575034078873
buenos_aires,25_de_mayo,gobernador_ugarte,547,NO,NO,NO,NO,NO,SI,NO,NO,NO,6854040,-35.1643973648093,-60.0813577815069
buenos_aires,25_de_mayo,lucas_monteverde,63,NO,NO,NO,NO,NO,SI,NO,NO,NO,6854050,-35.4838272164734,-59.9880647932831
buenos_aires,25_de_mayo,norberto_de_la_riestra,4524,NO,SI,NO,SI,NO,SI,SI,SI,SI,6854060,-35.2727788695321,-59.7719327250509
buenos_aires,25_de_mayo,pedernales,1432,SI,NO,NO,SI,NO,SI,SI,NO,SI,6854070,-35.2666085074294,-59.6306574695384
buenos_aires,25_de_mayo,san_enrique,279,NO,NO,NO,NO,NO,NO,SI,NO,NO,6854080,-35.7785028686085,-60.3546454811901
buenos_aires,25_de_mayo,valdes,579,NO,NO,NO,NO,NO,NO,SI,NO,SI,6854090,-35.6488128268597,-60.4672591673156
buenos_aires,9_de_julio,12_de_octubre,219,NO,NO,NO,NO,NO,SI,SI,NO,NO,6588030,-35.607730780146,-60.9182929927645
buenos_aires,9_de_julio,9_de_julio,36494,SI,SI,SI,SI,NO,SI,SI,SI,SI,6588100,-35.4447435053964,-60.8843433362719
buenos_aires,alberti,villa_maria,24,NO,NO,NO,NO,NO,NO,NO,NO,NO,6021060,-34.8881255447686,-60.3469385614883
buenos_aires,alberti,villa_ortiz_est_coronel_mom,815,NO,NO,NO,NO,NO,SI,SI,SI,SI,6021070,-34.8435329449862,-60.3048498633642
buenos_aires,almirante_brown,adrogue,30271,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.8015580737331,-58.3914677191541
buenos_aires,almirante_brown,burzaco,92223,SI,SI,SI,SI,SI,SI,SI,SI,SI,6028010,-34.8315415891783,-58.3986874871405
buenos_aires,almirante_brown,claypole,44098,SI,SI,SI,SI,NO,SI,SI,SI,SI,6028010,-34.8044759080477,-58.3447825531042
buenos_aires,almirante_brown,don_orione,46366,NO,SI,NO,NO,NO,SI,NO,SI,SI,6028010,-34.8210751643113,-58.3447457989957
buenos_aires,almirante_brown,glew,61985,SI,SI,SI,SI,NO,SI,SI,SI,SI,6028010,-34.8860114180413,-58.3818301842512
buenos_aires,almirante_brown,jose_marmol,43494,NO,SI,SI,SI,NO,SI,SI,SI,SI,6028010,-34.7851442510713,-58.3681475603787
buenos_aires,general_pueyrredon,mar_del_plata,560913,SI,SI,SI,SI,SI,SI,SI,SI,SI,6357110,-38.0120914785136,-57.6064947153173
buenos_aires,general_pueyrredon,punta_mogotes,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6351020,-38.0833774287933,-57.5859350936487
buenos_aires,general_pueyrredon,sierra_de_los_padres,4249,SI,NO,NO,SI,NO,SI,SI,SI,SI,6357120,-37.954166706805,-57.7715971022228
buenos_aires,general_rodriguez,barrio_ruta_24_kilometro_10,0,NO,NO,NO,SI,NO,NO,NO,SI,SI,6364030,-34.6882159472973,-58.9574297137089
buenos_aires,general_rodriguez,country_club_bosque_real__barrio_morabo,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,6364030,-34.555,-58.935
buenos_aires,general_rodriguez,general_rodriguez,85315,SI,SI,SI,SI,SI,SI,SI,SI,SI,6364030,-34.6079239021063,-58.950282039134
buenos_aires,general_san_martin,barrio_parque_general_san_martin,421,NO,NO,SI,SI,NO,SI,SI,NO,SI,6371010,-34.5673433766504,-58.5843112459936
rio_negro,pilcaniyeu,nirihuau,261,NO,NO,NO,NO,NO,NO,NO,NO,NO,62070040,-41.0885592834836,-71.1369133751581
buenos_aires,leandro_n_alem,juan_bautista_alberdi_est_alberdi,3404,SI,SI,NO,SI,NO,SI,SI,SI,SI,6462040,-34.4387919326349,-61.8121893821736
buenos_aires,leandro_n_alem,leandro_n_alem,2468,NO,SI,NO,NO,NO,SI,NO,SI,SI,6462050,-34.5217246234597,-61.391182899484
buenos_aires,leandro_n_alem,vedia,8827,SI,NO,NO,SI,SI,SI,SI,SI,SI,6462060,-34.4973984349932,-61.5453447631479
buenos_aires,lincoln,arenaza,1328,NO,NO,NO,SI,NO,NO,SI,SI,SI,6469010,-34.9846043002155,-61.7729116988591
buenos_aires,lincoln,bayauca,541,NO,NO,NO,NO,NO,SI,SI,SI,SI,6469020,-34.8710511337121,-61.2895451446375
buenos_aires,lincoln,bermudez,72,NO,NO,NO,NO,NO,NO,NO,NO,NO,6469030,-34.6966047108596,-61.3250128810539
buenos_aires,lincoln,carlos_salas,234,NO,NO,NO,NO,NO,SI,NO,NO,NO,6469040,-35.3913662871435,-61.9949102331933
buenos_aires,lincoln,coronel_martinez_de_hoz_ap_kilometro_322,1041,SI,NO,NO,NO,NO,NO,SI,SI,SI,6469050,-35.3321817215807,-61.6140851684372
buenos_aires,lincoln,el_triunfo,1543,NO,NO,SI,SI,NO,NO,SI,SI,SI,6469060,-35.0882210775847,-61.5163333232822
buenos_aires,lincoln,las_toscas,485,SI,NO,NO,NO,NO,NO,SI,NO,NO,6469070,-35.3627586364746,-61.8061599731445
buenos_aires,lincoln,lincoln,28051,SI,SI,SI,SI,NO,NO,SI,SI,SI,6469080,-34.869042222818,-61.5291649669285
buenos_aires,lincoln,pasteur,1962,NO,NO,NO,NO,SI,SI,SI,SI,SI,6469090,-35.1426386337075,-62.2439028944602
caba,comuna_01,constitucion,44107,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.6250478642294,-58.384387226424
catamarca,la_paz,quiros,1156,NO,NO,NO,NO,NO,SI,SI,NO,SI,10070120,-28.7883056058069,-65.1007302335708
catamarca,la_paz,ramblones,68,NO,NO,NO,NO,NO,NO,NO,NO,NO,10070130,-29.1582844511715,-65.374945475853
catamarca,la_paz,recreo,11847,SI,SI,NO,SI,SI,SI,SI,SI,SI,10070140,-29.2768611237227,-65.0565641552447
catamarca,la_paz,san_antonio,1835,NO,NO,NO,NO,NO,SI,SI,SI,SI,10070150,-28.9331053161662,-65.0949655869377
catamarca,paclin,amadores,172,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077010,-28.2680363798746,-65.6462108146466
catamarca,paclin,el_rosario,110,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077020,-27.9877541032226,-65.688606939529
catamarca,paclin,la_bajada,97,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077030,-28.3920524907261,-65.6282649899935
catamarca,paclin,la_higuera,236,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077040,-27.9352828616507,-65.699367489363
catamarca,paclin,la_merced,1759,SI,NO,NO,NO,SI,SI,SI,NO,NO,10077050,-28.1537649054231,-65.6696062414473
caba,comuna_12,villa_urquiza,91563,SI,SI,SI,SI,SI,SI,SI,SI,SI,2000010,-34.5715411303449,-58.4878560596649
entre_rios,colon,pueblo_liebigs,670,NO,NO,NO,SI,NO,SI,SI,SI,NO,30008080,-32.1570049045312,-58.1976616890773
entre_rios,colon,san_jose,16336,SI,NO,NO,NO,NO,SI,SI,SI,SI,30008090,-32.2021613289668,-58.2095931555666
entre_rios,colon,ubajay,3234,SI,NO,NO,SI,NO,SI,SI,SI,SI,30008100,-31.7925728023428,-58.3158517356
entre_rios,colon,villa_elisa,10266,SI,SI,NO,SI,NO,SI,SI,SI,SI,30008110,-32.1606202225925,-58.4037483450693
entre_rios,concordia,benito_legeren,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,30015130,-31.4288786267036,-58.0768061386463
entre_rios,concordia,calabacilla,879,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015010,-31.507626297952,-58.1334346597166
catamarca,paclin,la_vina,129,NO,NO,NO,NO,NO,SI,NO,NO,NO,10077060,-28.044445782746,-65.6079383578395
catamarca,paclin,las_lajas,136,NO,NO,NO,NO,SI,NO,NO,NO,NO,10077070,-27.826913357423,-65.7401079267206
catamarca,paclin,monte_potrero,186,NO,NO,NO,NO,NO,NO,NO,SI,SI,10077080,-28.19124607288,-65.670675013192
catamarca,paclin,palo_labrado,223,NO,NO,NO,NO,NO,NO,NO,NO,NO,10077090,-28.3360934480518,-65.6274299147885
catamarca,paclin,san_antonio,266,NO,NO,NO,NO,SI,SI,NO,NO,NO,10077100,-28.0073083693979,-65.726850392729
catamarca,paclin,villa_de_balcozna,210,NO,NO,NO,NO,NO,NO,NO,NO,SI,10077110,-27.87835755933,-65.7190758944755
catamarca,poman,apoyaco,76,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084010,-28.3006337911705,-66.1659791753183
catamarca,poman,colana,478,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084020,-28.3432877302321,-66.1222559102194
catamarca,poman,colpes,774,NO,NO,NO,NO,NO,SI,NO,NO,NO,10084030,-28.0606503909839,-66.2065039006705
catamarca,poman,el_pajonal_est_poman,590,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084040,-28.3773148491306,-66.3017092655099
catamarca,poman,joyango,53,NO,NO,NO,NO,NO,NO,NO,NO,NO,10084050,-28.0731019653889,-66.1435569766782
catamarca,poman,mutquin,1075,NO,NO,NO,NO,SI,NO,NO,NO,NO,10084060,-28.3178455729042,-66.1420642866296
catamarca,poman,poman,2856,NO,NO,NO,NO,SI,NO,SI,SI,SI,10084070,-28.3927801149204,-66.2220823999264
catamarca,poman,rincon,523,NO,NO,NO,NO,NO,NO,SI,NO,NO,10084080,-28.2022631098293,-66.148799132888
catamarca,poman,san_miguel,413,NO,NO,NO,NO,NO,SI,NO,NO,NO,10084090,-28.1297413013666,-66.2019565174868
catamarca,poman,saujil,2368,NO,NO,NO,NO,SI,SI,SI,NO,SI,10084100,-28.173337080009,-66.2145148644181
catamarca,poman,sijan,1169,NO,NO,NO,NO,SI,NO,SI,NO,NO,10084110,-28.2623558875079,-66.2209299175292
catamarca,santa_maria,andalhuala,241,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091010,-26.8479427341705,-66.0244068592756
catamarca,santa_maria,caspichango,39,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091020,-26.6859290047178,-65.970794986953
catamarca,santa_maria,chanar_punco,1736,SI,NO,NO,SI,NO,NO,NO,NO,NO,10091030,-26.7588342868363,-66.0493067195716
catamarca,santa_maria,el_cajon,141,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091040,-26.3955476915097,-66.2641930164042
catamarca,santa_maria,el_cerrito,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,10091040,-26.6988604981977,-66.0387334407325
catamarca,santa_maria,el_desmonte,144,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091050,-26.9077168676094,-66.020423153794
catamarca,santa_maria,el_puesto,200,NO,NO,NO,NO,NO,NO,NO,NO,NO,10091060,-26.6307679478768,-66.0140418967533
entre_rios,concordia,clodomiro_ledesma,124,NO,NO,NO,NO,NO,NO,NO,NO,SI,30015020,-31.5794028169306,-58.1813678170213
entre_rios,concordia,colonia_ayui,1724,NO,NO,NO,NO,NO,NO,SI,SI,SI,30015030,-31.2050901632153,-58.0338899223591
entre_rios,concordia,colonia_general_roca,640,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015040,-31.3244065210985,-58.1214096714805
entre_rios,concordia,colonia_yerua,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015087,-31.4408896802806,-58.1194803676389
entre_rios,concordia,concordia,149450,SI,SI,NO,SI,SI,SI,SI,SI,SI,30015060,-31.3687044068789,-58.0450288431718
entre_rios,concordia,el_redomon,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015110,-31.0958808459898,-58.290063733468
entre_rios,concordia,estacion_yerua,316,NO,NO,NO,NO,NO,NO,SI,NO,NO,30015080,-31.469433434517,-58.2636681024626
entre_rios,concordia,estacion_yuqueri,190,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015083,-31.3963812386954,-58.1611535438718
entre_rios,concordia,estancia_grande,578,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015087,-31.4400282680775,-58.1246631255854
entre_rios,concordia,la_criolla,1543,NO,NO,NO,SI,NO,SI,SI,SI,SI,30015090,-31.2693712880357,-58.1060425422369
entre_rios,concordia,las_tejas,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.4119399624827,-58.0740082494429
entre_rios,concordia,los_charruas,3306,NO,NO,NO,NO,NO,SI,SI,SI,SI,30015100,-31.1707840748941,-58.1873842951633
entre_rios,concordia,nueva_escocia,453,NO,NO,NO,NO,NO,NO,NO,NO,NO,30015110,-31.6473163855612,-58.0158126069679
entre_rios,concordia,osvaldo_magnasco,1241,NO,NO,NO,NO,NO,NO,SI,NO,SI,30015120,-31.3131,-58.06
entre_rios,concordia,pedernal,516,NO,NO,NO,NO,NO,SI,NO,NO,SI,30015130,-31.6714729659455,-58.2307912741944
entre_rios,concordia,puerto_yerua,1274,NO,NO,NO,NO,NO,NO,SI,NO,NO,30015140,-31.530833509471,-58.0128947749058
entre_rios,concordia,villa_adela,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.4037426459166,-58.0394128271546
entre_rios,concordia,villa_zorraquin,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,30015130,-31.3299511832527,-58.0174848453444
mendoza,malargue,las_lenas,9,NO,NO,NO,SI,NO,NO,SI,SI,SI,50077030,-35.1539650781638,-70.0817910991633
mendoza,malargue,malargue,21619,NO,SI,NO,SI,SI,SI,SI,SI,SI,50077040,-35.4770107120892,-69.5886491865783
mendoza,rivadavia,andrade,216,NO,NO,NO,NO,NO,SI,NO,NO,NO,50084010,-33.1624680014146,-68.506066911759
mendoza,rivadavia,barrio_cooperativa_los_campamentos,267,NO,NO,NO,NO,NO,SI,NO,NO,NO,50084020,-33.2692489302548,-68.4383631651486
mendoza,rivadavia,barrio_rivadavia,408,NO,NO,NO,NO,SI,SI,NO,NO,NO,50084030,-33.2304643070476,-68.4837256054182
mendoza,rivadavia,cuadro_ortega,0,NO,NO,NO,NO,NO,NO,NO,SI,NO,50084110,-33.282949271283,-68.4657441362603
mendoza,rivadavia,el_mirador,783,NO,NO,NO,SI,NO,SI,NO,NO,NO,50084040,-33.2906467543213,-68.3475556585345
mendoza,rivadavia,la_central,802,NO,NO,NO,NO,NO,SI,NO,SI,SI,50084050,-33.2736424903477,-68.3224073182181
mendoza,rivadavia,la_esperanza,200,NO,NO,NO,NO,NO,SI,NO,NO,NO,50084060,-33.3170659709211,-68.3343426790403
mendoza,rivadavia,la_florida,1518,NO,NO,NO,NO,NO,SI,NO,NO,NO,50084070,-33.2827922646265,-68.4657172961175
mendoza,rivadavia,la_libertad,582,NO,NO,NO,NO,NO,SI,NO,NO,NO,50084080,-33.2163869013321,-68.5166268853637
mendoza,rivadavia,los_arboles,362,NO,NO,NO,NO,NO,SI,NO,NO,NO,50084090,-33.1813162523339,-68.5759160345244
mendoza,rivadavia,los_campamentos,1062,NO,NO,NO,NO,NO,SI,SI,NO,NO,50084100,-33.2763607628549,-68.4008493516637
mendoza,rivadavia,medrano,1598,NO,NO,SI,NO,NO,SI,SI,SI,SI,50084110,-33.1787463382932,-68.6219271508795
mendoza,rivadavia,mundo_nuevo,295,NO,NO,NO,NO,NO,SI,NO,SI,SI,50084120,-33.1753415989261,-68.4371725862256
mendoza,rivadavia,reduccion_de_abajo,490,NO,NO,NO,NO,NO,SI,SI,NO,NO,50084130,-33.2063088772501,-68.5835152115814
san_juan,albardon,el_rincon,1252,SI,NO,SI,NO,NO,SI,SI,SI,SI,70007010,-31.4480943761332,-68.5425141343624
san_juan,albardon,la_canada,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,70007010,-31.4475643930837,-68.4817213288378
san_juan,albardon,villa_ampacama,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,70007010,-31.3864085743851,-68.4572411115084
san_juan,albardon,villa_general_san_martin,0,NO,NO,NO,NO,NO,SI,NO,NO,NO,70007010,-31.421071066377,-68.4907605706737
san_juan,albardon,villa_general_san_martin__campo_afuera,22046,NO,NO,NO,NO,NO,SI,NO,NO,NO,70007020,-31.421071066377,-68.4907605706737
san_juan,angaco,las_tapias,1563,NO,NO,NO,NO,NO,NO,SI,NO,NO,70014010,-31.4084472492778,-68.3999429561259
san_juan,angaco,villa_el_salvador,0,NO,NO,NO,NO,NO,SI,NO,SI,SI,70014010,-31.4454020414681,-68.417640160613
san_juan,angaco,villa_el_salvador__villa_sefair,4472,NO,NO,NO,NO,NO,SI,NO,NO,NO,70014020,-31.4454020414681,-68.417640160613
san_juan,angaco,villa_sefair_talacasto,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,70014010,-31.4439397880938,-68.4217688171581
san_juan,calingasta,barreal,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,70021020,-31.652328851699,-69.479673849861
san_juan,calingasta,barreal__villa_pituil,3463,NO,NO,SI,NO,NO,SI,SI,SI,NO,70021010,-31.6528323304108,-69.4815385910816
san_juan,calingasta,calingasta,2198,NO,NO,NO,SI,NO,SI,SI,SI,NO,70021020,-31.335410441528,-69.4273817834109
san_juan,calingasta,tamberias,988,NO,NO,SI,NO,NO,SI,SI,SI,NO,70021030,-31.46037726198,-69.4229130996947
san_juan,calingasta,villa_pituil,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,70021020,-31.6528323304108,-69.4815385910816
san_juan,capital,san_juan,109123,SI,SI,SI,SI,SI,SI,SI,SI,SI,70028010,-31.5371970378027,-68.5250183173793
san_juan,caucete,barrio_justo_p_castro_iv,589,NO,NO,NO,NO,NO,NO,NO,NO,NO,70035015,-31.6283025583976,-68.3008272782109
san_juan,caucete,bermejo,484,NO,NO,NO,NO,SI,NO,SI,NO,NO,70035010,-31.5918363542723,-67.6623620492559
rio_negro,pilcaniyeu,paso_flores,0,NO,NO,NO,NO,SI,NO,NO,NO,NO,62070030,-40.6020855452361,-70.6965424592972
rio_negro,pilcaniyeu,pilcaniyeu,757,NO,NO,NO,NO,SI,NO,NO,NO,NO,62070060,-41.1252901833754,-70.7216943906912
rio_negro,pilcaniyeu,pilquiniyeu_del_limay,106,NO,NO,NO,SI,NO,NO,NO,NO,NO,62070070,-40.5448524836234,-70.0532314661515
rio_negro,pilcaniyeu,villa_llanquin,113,NO,NO,NO,NO,SI,NO,NO,NO,NO,62070080,-40.9239102047089,-71.0338579770764
rio_negro,san_antonio,el_empalme,81,NO,NO,NO,NO,NO,NO,NO,NO,NO,62077005,-40.706602544179,-65.0030743715644
rio_negro,san_antonio,las_grutas,4807,SI,NO,SI,SI,SI,NO,SI,SI,SI,62077010,-40.806093320236,-65.0847019757487
rio_negro,san_antonio,playas_doradas,194,NO,NO,NO,NO,NO,SI,NO,NO,NO,62077020,-41.6276787888305,-65.0236746017627
rio_negro,san_antonio,puerto_san_antonio_este,381,SI,NO,NO,SI,SI,SI,SI,NO,NO,62077030,-40.8008815532575,-64.8778974161853
rio_negro,san_antonio,punta_colorada,4,NO,NO,NO,NO,NO,SI,NO,SI,NO,62077040,-41.6941221979021,-65.0245573411298
rio_negro,san_antonio,saco_viejo,8,NO,NO,NO,NO,NO,SI,NO,NO,NO,62077045,-40.811004684265,-64.7581129382783
rio_negro,san_antonio,san_antonio_oeste,16265,SI,NO,SI,SI,SI,SI,SI,SI,SI,62077050,-40.7312945275013,-64.9552941307172
rio_negro,san_antonio,sierra_grande,7404,SI,NO,SI,SI,SI,SI,SI,SI,SI,62077060,-41.6071863315513,-65.3534017406091
rio_negro,valcheta,aguada_cecilio,155,NO,NO,NO,SI,SI,NO,NO,NO,NO,62084010,-40.8478737807916,-65.8393274592303
rio_negro,valcheta,arroyo_los_berros,168,NO,NO,NO,NO,SI,NO,NO,NO,NO,62084020,-41.4372536416486,-66.0950773167367
rio_negro,valcheta,arroyo_ventana,30,NO,NO,NO,NO,SI,NO,SI,NO,NO,62084030,-41.6653937822189,-66.0860135550914
rio_negro,valcheta,nahuel_niyeu,32,NO,NO,NO,SI,NO,NO,NO,NO,NO,62084040,-40.504198321368,-66.5657529968209
rio_negro,valcheta,sierra_paileman,74,NO,NO,NO,NO,SI,NO,SI,NO,NO,62084050,-41.1812714523245,-65.9614292512301
rio_negro,valcheta,valcheta,3867,NO,NO,NO,SI,SI,SI,SI,NO,SI,62084060,-40.6778617788507,-66.1653261356888
salta,anta,apolinario_saravia,6730,NO,SI,NO,SI,SI,SI,SI,SI,SI,66007010,-24.4402117565864,-64.0003361370349
salta,anta,ceibalito,176,NO,NO,NO,SI,NO,NO,NO,NO,NO,66007020,-25.1278603615752,-64.2896735059411
salta,anta,centro_25_de_junio,877,NO,NO,NO,NO,NO,NO,NO,SI,SI,66007030,-24.9773189675124,-63.8698564395644
salta,anta,coronel_mollinedo,1061,NO,NO,NO,NO,SI,SI,NO,NO,SI,66007040,-24.5136418287603,-64.0648836625582
salta,anta,coronel_olleros,432,NO,NO,NO,NO,NO,SI,NO,NO,NO,66007050,-25.1146923148948,-64.2258664425772
salta,anta,el_quebrachal,6536,NO,SI,NO,SI,SI,SI,SI,SI,NO,66007060,-25.3519821824981,-64.0287963887805
salta,anta,gaona,1883,NO,SI,NO,SI,SI,NO,SI,NO,NO,66007070,-25.2581750325612,-64.0470243002426
salta,anta,general_pizarro,1604,NO,NO,NO,SI,SI,SI,NO,NO,SI,66007080,-24.2342248497577,-63.9910915395849
salta,anta,joaquin_v_gonzalez,16329,SI,SI,NO,SI,SI,NO,SI,SI,SI,66007090,-25.1294324707809,-64.1385893694805
salta,anta,las_lajitas,9887,NO,SI,NO,SI,SI,SI,SI,SI,SI,66007100,-24.7331988444238,-64.1994831202005
salta,anta,luis_burela,1070,NO,NO,NO,NO,NO,SI,NO,NO,NO,66007110,-24.397713500488,-63.9961108041489
salta,anta,macapillo,90,NO,NO,NO,NO,NO,NO,NO,NO,NO,66007120,-25.421569027557,-63.9896049019406
salta,anta,nuestra_senora_de_talavera,1328,NO,NO,NO,NO,NO,NO,NO,SI,SI,66007130,-25.481072557645,-63.7880008281707
salta,anta,piquete_cabado,681,NO,NO,NO,NO,SI,SI,NO,NO,NO,66007140,-24.8260406674686,-64.1855790667322
santa_fe,general_obligado,el_rabon,865,NO,SI,NO,NO,SI,SI,NO,NO,SI,82049050,-28.2302084157377,-59.2639844821107
santa_fe,general_obligado,florencia,5982,SI,SI,NO,NO,SI,SI,SI,SI,SI,82049060,-28.0427359947317,-59.2187469070082
santa_fe,general_obligado,guadalupe_norte,654,SI,NO,NO,NO,NO,NO,SI,NO,SI,82049070,-28.9453022044499,-59.5634151929235
santa_fe,general_obligado,ingeniero_chanourdie,319,NO,NO,NO,NO,SI,SI,SI,NO,NO,82049080,-28.759813885955,-59.5772324985847
santa_fe,general_obligado,la_isleta,210,NO,NO,NO,NO,SI,NO,NO,NO,NO,82049090,-28.493935731005,-59.2950745667521
santa_fe,general_obligado,la_sarita,483,NO,NO,NO,NO,NO,SI,SI,NO,SI,82049100,-28.9728525913241,-59.8484991818248
santa_fe,general_obligado,lanteri,907,NO,NO,NO,NO,NO,SI,SI,SI,SI,82049110,-28.8429706211446,-59.6379287718138
santa_fe,general_obligado,las_garzas,1123,SI,NO,NO,NO,NO,NO,SI,NO,SI,82049120,-28.8490101824631,-59.5005781021303
santa_fe,general_obligado,las_toscas,10838,SI,SI,NO,SI,SI,SI,SI,SI,SI,82049130,-28.3540749299597,-59.2595521000375
santa_fe,general_obligado,los_laureles,364,NO,NO,NO,NO,NO,NO,SI,NO,SI,82049140,-29.3701211027814,-59.7378677770758
santa_fe,general_obligado,malabrigo,6734,SI,SI,NO,NO,NO,SI,SI,SI,SI,82049150,-29.3506755184496,-59.9705883109423
santa_fe,general_obligado,paraje_san_manuel,164,NO,NO,NO,NO,SI,NO,SI,NO,NO,82049160,-28.8716623885107,-59.86560439575
santa_fe,general_obligado,puerto_reconquista,1144,NO,NO,NO,NO,NO,NO,SI,NO,NO,82049170,-29.2349873699001,-59.5802691789886
santa_fe,la_capital,arroyo_leyes,2420,NO,SI,NO,SI,NO,SI,NO,NO,NO,82063030,-31.5577005393669,-60.5166665613111
santa_fe,la_capital,cabal,54,NO,NO,NO,NO,NO,SI,NO,NO,NO,82063040,-31.1039907773825,-60.7271526484511
santa_fe,la_capital,campo_andino,313,NO,NO,NO,NO,NO,NO,SI,NO,NO,82063050,-31.2410698890417,-60.531189241674
santa_fe,la_capital,candioti,888,NO,NO,NO,SI,NO,SI,SI,NO,NO,82063060,-31.3995244031815,-60.7491149288676
santa_fe,la_capital,emilia,691,SI,NO,NO,SI,NO,SI,SI,NO,SI,82063070,-31.0610951750412,-60.7464379477764
santa_fe,la_capital,laguna_paiva,12334,SI,NO,NO,NO,NO,SI,SI,SI,SI,82063080,-31.3092619266382,-60.6607816085928
santa_fe,la_capital,llambi_campbell,2260,SI,NO,NO,NO,NO,SI,SI,SI,SI,82063090,-31.1862574038904,-60.7484785939749
santa_fe,la_capital,monte_vera,5726,SI,NO,NO,NO,SI,NO,SI,SI,SI,82063100,-31.5184864327594,-60.6780997937426
santa_fe,la_capital,nelson,4206,SI,NO,NO,SI,NO,SI,SI,SI,SI,82063110,-31.2670754515365,-60.7621355398529
santa_fe,la_capital,paraje_chaco_chico,139,NO,NO,NO,NO,NO,NO,NO,SI,SI,82063120,-31.567299963712,-60.6617466185791
santa_fe,la_capital,paraje_la_costa,67,NO,NO,NO,NO,NO,NO,NO,NO,NO,82063130,-31.5177974435199,-60.6115160069236
santa_fe,la_capital,recreo,12774,SI,SI,NO,SI,NO,SI,SI,SI,SI,82063140,-31.4935807560402,-60.735411088708
santa_fe,la_capital,rincon_norte,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,82063070,-31.5644326802115,-60.414954582383
santa_fe,la_capital,rincon_potrero,589,NO,NO,NO,NO,NO,NO,NO,NO,NO,82063150,-31.5286179375841,-60.4756662346225
santa_fe,las_colonias,progreso,2118,NO,NO,NO,NO,NO,SI,SI,SI,SI,82070190,-31.1397689545802,-60.990254156931
santa_fe,las_colonias,providencia,663,NO,NO,NO,NO,NO,SI,SI,NO,SI,82070200,-30.9845868369063,-61.0218281498813
santa_fe,las_colonias,sa_pereyra,1533,SI,NO,NO,NO,NO,SI,SI,NO,NO,82070210,-31.5721513951563,-61.3782231110791
santa_fe,las_colonias,san_agustin,630,NO,NO,NO,NO,NO,SI,SI,SI,SI,82070220,-31.6847778866246,-60.9413147450231
santa_fe,las_colonias,san_carlos_centro,10717,SI,SI,NO,SI,NO,SI,SI,SI,NO,82070230,-31.7284179989089,-61.0913957859145
santa_fe,las_colonias,san_carlos_norte,812,NO,SI,NO,SI,NO,SI,SI,NO,NO,82070240,-31.6743105766747,-61.0762585195433
santa_fe,las_colonias,san_carlos_sud,1927,SI,SI,NO,SI,NO,SI,SI,SI,SI,82070250,-31.7575954064363,-61.1007514980914
santa_fe,las_colonias,san_jeronimo_del_sauce,742,NO,NO,NO,SI,NO,SI,SI,SI,SI,82070260,-31.6112124759047,-61.1425180717315
santa_fe,las_colonias,san_jeronimo_norte,5962,SI,NO,NO,SI,NO,SI,SI,SI,SI,82070270,-31.5545316682675,-61.078514153956
